city_name_list,continent_name,country_name,latitude,longitude
Antigua Island,North America,Antigua and Barbuda,1705,-618
Anvik,North America,United States,6264639,-16019056
Anvik,North America,United States,6265611,-16020667
Ainsworth,North America,United States,4258,-9998
Ainsworth,North America,United States,4255,-9986262
Andenes,Europe,Norway,692925,16144167
Andenes,Europe,Norway,6931428,1611939
Anthony,North America,United States,3715,-9803
Anthony,North America,United States,3715336,-9803117
Angus Downs Stn,Oceania,Australia,-2508,1322
Aroa,Oceania,Papua New Guinea,-9033,1468
Annanberg,Oceania,Papua New Guinea,-4917,1447
Altenburg,Europe,Germany,50981817,12506361
Altenburg,Europe,Germany,5098763,1243684
Abou-Deïa Airport,Africa,Chad,1147,1928
Eskişehir,Asia,Turkey,398099,305194
Anshan,Asia,China,411053,122854
Anshan,Asia,China,4112361,12299
Lima,North America,United States,4072,-841
Lima,North America,United States,4074255,-8410523
Ancona,Europe,Italy,4361634,1336232
Ancona,Europe,Italy,4359816,1351008
Aomori,Asia,Japan,4073472,14069083
Aomori,Asia,Japan,4082444,14074
Karpathos,Europe,Greece,3542141,2714601
Karpathos,Europe,Greece,3550701,2721322
Paso de los Libres,South America,Argentina,-2968942,-5715208
Paso de los Libres,South America,Argentina,-2971311,-5708991
Adam Airport,Asia,Oman,224972,573833
Arona,Oceania,Papua New Guinea,-625,146
Martinsburg,North America,United States,40296372,-78320022
Martinsburg,North America,United States,4031119,-7832418
Andoas,South America,Peru,-279671,-7646562
Andoas,South America,Peru,-279139,-764747
Aappilattoq,North America,Greenland,7288392,-555982
Aappilattoq,North America,Greenland,7288333,-556
Alor Setar,Asia,Malaysia,6189667,100398183
Alor Setar,Asia,Malaysia,612104,10036014
Amook Island,North America,United States,5747161,-15381542
Amook Island,North America,United States,5748444,-15384444
Aosta,Europe,Italy,457385,736872
Aosta,Europe,Italy,4573736,73166
Attapeu,Asia,Laos,14793,107045
Attapeu,Asia,Laos,1481071,10683184
Denver,North America,United States,3957,-1048
Apolo,South America,Bolivia,-1472,-685
Apolo,South America,Bolivia,-1471942,-6841436
Napa,North America,United States,3821297,-12228164
Napa,North America,United States,3829714,-12228553
Arung Palakka Airport,Asia,Indonesia,-446021,12030683
Naples,North America,United States,2615,-8177
Naples,North America,United States,2614204,-8179481
Aberdeen,North America,United States,394656,-7616588
Aberdeen,North America,United States,3950956,-7616412
Fort Walker Airfield,North America,United States,3805,-7735
Apiay,South America,Colombia,4076069,-73562731
Apiay,South America,Colombia,410559,-7359242
Ali Pulan Airport,Asia,China,303975,8113861
Apataki,Oceania,French Polynesia,-155736,-14641499
Apataki,Oceania,French Polynesia,-1543333,-14633333
Nampula,Africa,Mozambique,-15105611,392818
Nampula,Africa,Mozambique,-1511646,392666
Alpena,North America,United States,45078068,-83560287
Alpena,North America,United States,4506168,-8343275
Apartadó,South America,Colombia,781196,-7671643
Apartadó,South America,Colombia,788299,-7662587
Asapa,Oceania,Papua New Guinea,-8983,1481
Arapiraca,South America,Brazil,-975,-3665
Arapiraca,South America,Brazil,-97525,-3666111
April River,Oceania,Papua New Guinea,-46746,1425399
April River,Oceania,Papua New Guinea,-466891,14254422
Anápolis,South America,Brazil,-1622915,-4896427
Anápolis,South America,Brazil,-1632667,-4895278
Marion County,North America,United States,350598,-8558468
Marion County,North America,United States,3515008,-856333
Apucarana,South America,Brazil,-2355,-5148
Apucarana,South America,Brazil,-2355083,-5146083
Apple Valley,North America,United States,3452,-1172
Apple Valley,North America,United States,3450083,-11718588
Apia,Oceania,Samoa,-1382997,-17200834
Apia,Oceania,Samoa,-1383333,-17176666
Arapongas,South America,Brazil,-233529,-514917
Arapongas,South America,Brazil,-2341944,-5142444
Alto Parnaiba,South America,Brazil,-91,-4597
Zapala,South America,Argentina,-389755,-70113581
Zapala,South America,Argentina,-3889916,-7005442
Araraquara,South America,Brazil,-21812,-48133
Araraquara,South America,Brazil,-2179444,-4817556
Santa Cruz del Quiché,North America,Guatemala,150122,-911506
Santa Cruz del Quiché,North America,Guatemala,1503056,-9114889
Anqing,Asia,China,305822,11705
Anqing,Asia,China,3050917,11705056
Qaisumah,Asia,Saudi Arabia,2833556,4612472
Qaisumah,Asia,Saudi Arabia,2831117,4612729
Aqaba,Asia,Jordan,2961162,3501807
Aqaba,Asia,Jordan,2952667,3500778
Almería,Europe,Spain,368353,-245471
Nova Vida Airport,South America,Brazil,-9933,-6307
Arequipa,South America,Peru,-1634361,-7156863
Arequipa,South America,Peru,-1639889,-71535
Saqani Seaplane Base,Oceania,Fiji,-1674973,17935279
Girdwood=Alyeska,North America,United States,6096813,-14911917
Girdwood=Alyeska,North America,United States,609425,-14916639
Girdwood=Alyeska,North America,United States,6096094,-14911215
New Iberia,North America,United States,30,-9182
New Iberia,North America,United States,3000354,-9181873
Ann Arbor,North America,United States,4222282,-837455
Ann Arbor,North America,United States,4227756,-8374088
Arctic Village,North America,United States,6812,-1456
Arctic Village,North America,United States,6812694,-14553778
Alor Island,Asia,Indonesia,-813234,124597
Alor Island,Asia,Indonesia,-825,12475
Arecibo,North America,Puerto Rico,1845,-6667
Arecibo,North America,Puerto Rico,1847244,-6671573
Acaricuará,South America,Colombia,68972,-7023843
Acaricuará,South America,Colombia,7,-7023333
Walnut Ridge,North America,United States,3612535,-9092456
Walnut Ridge,North America,United States,360684,-9095595
Arkhangel’sk,Europe,Russia,6459828,4071276
Arkhangel’sk,Europe,Russia,645401,405433
Arica,South America,Chile,-1834853,-7033874
Arica,South America,Chile,-18475,-7030417
Arso,Asia,Indonesia,-293333,14078334
Arso,Asia,Indonesia,-29028,1407657
Arusha,Africa,Tanzania,-3367794,36633333
Arusha,Africa,Tanzania,-336667,3668333
Arly,Africa,Burkina Faso,1158,125
Arly,Africa,Burkina Faso,1158333,146667
Armidale,Oceania,Australia,-30528056,151617222
Armidale,Oceania,Australia,-3050828,15167123
Stockholm,Europe,Sweden,59651944,17918611
Stockholm,Europe,Sweden,59649463,17929
Arboletas,South America,Colombia,8867,-7643
Aragip Airport,Oceania,Papua New Guinea,-99,1495
Arauquita,South America,Colombia,7033,-7143
Arauquita,South America,Colombia,702917,-7142806
Alto Río Senguer,South America,Argentina,-450136,-708122
Alto Río Senguer,South America,Argentina,-4504105,-7081982
Aragarcas,South America,Brazil,-1592,-5225
Watertown,North America,United States,43991922,-76021739
Watertown,North America,United States,4397478,-7591076
Araçatuba,South America,Brazil,-211413,-504247
Araçatuba,South America,Brazil,-2120889,-5043278
Minocqua,North America,United States,4592,-8973
Minocqua,North America,United States,4587134,-8971098
Arad,Europe,Romania,4617655,21262022
Arad,Europe,Romania,4618333,2131667
Aracati,South America,Brazil,-456167,-3776972
Asbury Park,North America,United States,4022039,-7401208
Aracati,South America,Brazil,-456881,-3780335
Ararat,Oceania,Australia,-37309444,142988611
Ararat,Oceania,Australia,-3728542,14292728
N'zeto Airport,Africa,Angola,-7233,129
Assab,Africa,Eritrea,13071783,42645006
Assab,Africa,Eritrea,1300917,4273944
Ashgabat,Asia,Turkmenistan,3798681,5836097
Ashgabat,Asia,Turkmenistan,3795,5838333
Ascención de Guarayos,South America,Bolivia,-1593292,-631554
Ascención de Guarayos,South America,Bolivia,-1589299,-6318855
Andros Town,North America,Bahamas,2469756,-7779316
Andros Town,North America,Bahamas,247,-7776667
Aspen,North America,United States,3922304,-10686921
Aspen,North America,United States,391911,-10681754
Astrakhan,Europe,Russia,4628333,4800639
Astrakhan,Europe,Russia,4634968,4804076
Ashburton,Oceania,New Zealand,-439033,171797
Ashburton,Oceania,New Zealand,-4389834,17173011
Nashua,North America,United States,4278,-7152
Nashua,North America,United States,4276537,-7146757
Georgetown,Africa,Saint Helena,-7933,-1442
Georgetown,Africa,Saint Helena,-793333,-1441667
Amami Ōshima,Asia,Japan,2843063,12971254
Amami Ōshima,Asia,Japan,2825,12933333
Yamoussoukro,Africa,Ivory Coast,6903167,-5365581
Yamoussoukro,Africa,Ivory Coast,682055,-527674
Marshall,North America,United States,3255,-9438
Marshall,North America,United States,3254487,-9436742
Asmara,Africa,Eritrea,15291853,38910667
Asmara,Africa,Eritrea,1533805,3893184
Talladega,North America,United States,3343,-861
Talladega,North America,United States,3343594,-861058
Āsosa,Africa,Ethiopia,1001855,3458625
Āsosa,Africa,Ethiopia,1006667,3453333
Alice Springs,Oceania,Australia,-2380364,13390038
Alice Springs,Oceania,Australia,-2369748,13388362
Austin,North America,United States,395,-1171
Austin,North America,United States,3949326,-11706953
Kayseri,Asia,Turkey,3877039,3549543
Kayseri,Asia,Turkey,3873222,3548528
Arathusa Safari Lodge,Africa,South Africa,-247406,3151814
Arathusa Safari Lodge,Africa,South Africa,-2473642,315096
Astoria,North America,United States,4615816,-12387959
Astoria,North America,United States,4618788,-12383125
Asunción,South America,Paraguay,-2523985,-5751913
Asunción,South America,Paraguay,-2530066,-5763591
Amboseli Safari Camp,Africa,Kenya,-264505,372531
Amboseli Safari Camp,Africa,Kenya,-266667,3728333
Aswān,Africa,Egypt,2396436,3281998
Aswān,Africa,Egypt,2409082,3289942
Ashland,North America,United States,4655,-9092
Ashland,North America,United States,4659244,-908838
Ashley,North America,United States,4602668,-9935499
Ashley,North America,United States,4603414,-993715
Asirim,Oceania,Papua New Guinea,-5867,1504
Anta,South America,Peru,-9347444,-77598392
Anta,South America,Peru,-935861,-7759722
Atbara,Africa,Sudan,1770996,3405702
Atbara,Africa,Sudan,1770217,3398638
Arthur’s Town,North America,Bahamas,24629,-7567306
Arthur’s Town,North America,Bahamas,246224,-7567151
Ato’ifi,Oceania,Solomon Islands,-887333,161011
Ato’ifi,Oceania,Solomon Islands,-886965,16100451
Antlers,North America,United States,3423,-9562
Antlers,North America,United States,3423121,-9562025
Ambato,South America,Ecuador,-1212067,-78574636
Ambato,South America,Ecuador,-124908,-7861675
Attock,Asia,Pakistan,3386861,7240306
Attock,Asia,Pakistan,3390554,7230729
Athens,Europe,Greece,37936358,23944467
Athens,Europe,Greece,3797945,2371622
Artigas,South America,Uruguay,-3040071,-5650787
Artigas,South America,Uruguay,-304,-5646667
Antsirabe,Africa,Madagascar,-1983478,4706697
Antsirabe,Africa,Madagascar,-1986586,4703333
Atqasuk,North America,United States,7047,-1573
Atqasuk,North America,United States,7046917,-15739944
Atlanta,North America,United States,3364099,-8442265
Atlanta,North America,United States,33749,-8438798
Altamira,South America,Brazil,-3253906,-52253978
Altamira,South America,Brazil,-320333,-5220639
Namatanai,Oceania,Papua New Guinea,-367005,15243826
Namatanai,Oceania,Papua New Guinea,-366372,15244101
Athens,North America,United States,392117,-8222284
Athens,North America,United States,3932924,-8210126
Aitape,Oceania,Papua New Guinea,-314197,14234608
Aitape,Oceania,Papua New Guinea,-315341,1423629
Amritsar,Asia,India,3170959,7479726
Amritsar,Asia,India,3163661,7487476
Atar,Africa,Mauritania,20506828,-13043194
Atar,Africa,Mauritania,2051686,-1304986
Artesia,North America,United States,3285,-1045
Artesia,North America,United States,3284233,-1044033
Atmautluak,North America,United States,6086675,-16227314
Atmautluak,North America,United States,6086694,-16227306
Attu Island,North America,United States,5283299,17317979
Attu Island,North America,United States,529025,17290944
Ati,Africa,Chad,1323,1832
Ati,Africa,Chad,132154,183353
Appleton,North America,United States,4425721,-8851927
Appleton,North America,United States,4426193,-8841538
Atbasar,Asia,Kazakhstan,518517,683633
Atbasar,Asia,Kazakhstan,5180652,6835996
Watertown,North America,United States,44913981,-97154719
Watertown,North America,United States,4489941,-9711507
Assiut,Africa,Egypt,2704651,3101198
Assiut,Africa,Egypt,2718096,3118368
Aruba Island,North America,Aruba,1250385,-700078
Aruba Island,North America,Aruba,1251,-6996667
Itaúba,South America,Brazil,-1107393,-5528136
Munich,Europe,Germany,4836552,1088707
Itaúba,South America,Brazil,-1106167,-5527639
Arauca,South America,Colombia,7068881,-70736925
Arauca,South America,Colombia,708471,-7075908
Augustus Downs Airport,Oceania,Australia,-1867,1399
Abū Rudays,Africa,Egypt,2889961,332023
Abū Rudays,Africa,Egypt,2889955,3318601
Auxerre,Europe,France,47850193,3497111
Auxerre,Europe,France,478,356667
Augusta,North America,United States,443205,-6979721
Augusta,North America,United States,4431062,-6977949
Abu Dhabi,Asia,United Arab Emirates,24432972,54651138
Abu Dhabi,Asia,United Arab Emirates,2446667,5436667
Aua Island,Oceania,Papua New Guinea,-146317,14306525
Aua Island,Oceania,Papua New Guinea,-146091,14306212
Ambunti,Oceania,Papua New Guinea,-421614,14282338
Ambunti,Oceania,Papua New Guinea,-421717,14281832
Alakanuk,North America,United States,6268,-1646
Alakanuk,North America,United States,6268889,-16461528
Aur Atoll,Oceania,Marshall Islands,830238,17116107
Aur Atoll,Oceania,Marshall Islands,818685,17113695
Austin,North America,United States,4367,-9293
Austin,North America,United States,4366663,-9297464
Auburn,North America,United States,389,-1211
Auburn,North America,United States,3889657,-12107689
Auburn,North America,United States,3262,-8543
Auburn,North America,United States,3260986,-8548078
Agaun,Oceania,Papua New Guinea,-992775,14938848
Agaun,Oceania,Papua New Guinea,-993058,14939489
Atuona,Oceania,French Polynesia,-976578,-13900907
Atuona,Oceania,French Polynesia,-98,-13903333
Aurillac,Europe,France,4489139,242194
Aurillac,Europe,France,4491667,245
Austin,North America,United States,3019453,-9766987
Austin,North America,United States,3026715,-9774306
Atauro,Oceania,Timor Leste,-821052,125616
Atauro,Oceania,Timor Leste,-826667,12560139
Aurukun,Oceania,Australia,-133539,14172099
Aurukun,Oceania,Australia,-1335582,14172707
Aumo,Oceania,Papua New Guinea,-57292,14844671
Aumo,Oceania,Papua New Guinea,-575094,14844105
Wausau,North America,United States,449258,-896254
Wausau,North America,United States,4495914,-8963012
Araguaína,South America,Brazil,-722787,-482405
Araguaína,South America,Brazil,-719111,-4820722
Anatom Island=Mystery Island,Oceania,Vanuatu,-202492,169771
Anatom Island=Mystery Island,Oceania,Vanuatu,-202,1698166667
Anatom Island=Mystery Island,Oceania,Vanuatu,-2024831,16977284
Aurora,North America,United States,4177086,-8847285
Aurora,North America,United States,4176058,-8832007
Anshun,Asia,China,262594,10587284
Anshun,Asia,China,2625,10593333
Aviano,Europe,Italy,46031889,12596472
Aviano,Europe,Italy,4607056,1259472
Avoriaz,Europe,France,4642,65
Auvergne Station,Oceania,Australia,-1569,130009
Auvergne Station,Oceania,Australia,-1568359,13000966
Ciego de Ávila,North America,Cuba,2202705,-7878962
Ciego de Ávila,North America,Cuba,2184,-7876194
Ávila,Europe,Spain,4065744,-468954
Ávila,Europe,Spain,4065724,-469951
Arvayheer,Asia,Mongolia,462503,102802
Arvayheer,Asia,Mongolia,4626389,102775
Asheville,North America,United States,35436194,-82541806
Asheville,North America,United States,3560095,-8255402
Avignon,Europe,France,439073,4901831
Avignon,Europe,France,439073,4901831
Avon Park,North America,United States,2759444,-8152626
Avon Park,North America,United States,2759587,-8150619
Scranton=Wilkes-Barre,North America,United States,4133869,-7572353
Scranton=Wilkes-Barre,North America,United States,4140916,-756649
Scranton=Wilkes-Barre,North America,United States,4124591,-7588131
Alverca do Ribatejo,Europe,Portugal,3888375,-902947
Alverca do Ribatejo,Europe,Portugal,3889898,-903864
Ávila,Europe,Spain,406569,-468333
Miami,North America,United States,2595855,-8014753
Avu Avu,Oceania,Solomon Islands,-985,1604
Melbourne,Oceania,Australia,-38039444,144469444
Tucson,North America,United States,324,-1112
Avalon=Santa Catalina Island,North America,United States,3340424,-1184159
Avalon=Santa Catalina Island,North America,United States,3340424,-1184159
Avalon=Santa Catalina Island,North America,United States,3334281,-11832785
Avalon=Santa Catalina Island,North America,United States,3338336,-11841758
Awasa,Africa,Ethiopia,706667,385
Awasa,Africa,Ethiopia,706205,3847635
Awaba,Oceania,Papua New Guinea,-801402,14275206
Awaba,Oceania,Papua New Guinea,-801019,14275223
Aniwa Island,Oceania,Vanuatu,-1923728,16960093
Aniwa Island,Oceania,Vanuatu,-1924049,16960402
Alowe,Africa,Gabon,-75,945
Awareh,Africa,Ethiopia,8267,4418
Wake Atoll,Oceania,United States Minor Outlying Islands,1928109,16664344
Wake Atoll,Oceania,United States Minor Outlying Islands,1930005,16662269
West Memphis,North America,United States,3513,-9018
West Memphis,North America,United States,3514648,-9018454
Alton Downs,Oceania,Australia,-2648,1393
Austral Downs Airport,Oceania,Australia,-2033,1373
Awar,Oceania,Papua New Guinea,-411945,14485418
Awar,Oceania,Papua New Guinea,-414756,14483866
Ahvaz,Asia,Iran,3133743,4876195
Ahvaz,Asia,Iran,3131901,486842
Anguilla,North America,Anguilla,1820483,-6305508
Anguilla,North America,Anguilla,1821667,-6305
Alexandria Bay,North America,United States,4425,-759
Aramac,Oceania,Australia,-2308,1453
Aramac,Oceania,Australia,-2296828,14524496
Alexandroupoli,Europe,Greece,4085587,2595626
Alexandroupoli,Europe,Greece,4084995,2587644
